index;Time;rainSum;AvgTemp;MinTemp;MaxTemp;Pressure;SumGlobalRad;AvgSimpWindSpeed;MaxWindSpeed;OceanLvlPressure;AvgWindSpeed;SumPotentEvap
763;2022-01-02;0.0;6.9;1.3;13.2;1012.9;632.5;2.6;7.8;1023.2;2.6;0.8
764;2022-01-03;0.0;6.2;2.5;11.6;1006.2;191.5;2.7;7.1;1016.5;2.7;1.0
765;2022-01-04;0.0;7.4;1.7;12.7;999.5;329.4;5.3;11.3;1009.6;5.3;1.4
766;2022-01-05;1.5;8.9;6.4;14.5;994.2;316.3;5.7;11.9;1004.2;5.6;1.7
767;2022-01-06;0.0;3.8;2.5;7.1;1003.9;298.7;4.8;10.6;1014.1;4.8;1.4
768;2022-01-07;0.0;-1.2;-5.3;3.3;1012.3;729.0;2.7;7.7;1022.9;2.7;1.0
769;2022-01-08;6.0;-1.0;-3.7;0.0;1005.9;126.4;2.1;4.9;1016.4;2.1;0.4
770;2022-01-09;0.0;-1.2;-2.5;0.1;998.6;357.9;2.0;5.7;1009.0;1.9;0.3
771;2022-01-10;0.0;-1.9;-4.4;-0.4;1003.5;466.5;4.8;10.2;1014.0;4.9;0.6
772;2022-01-11;0.0;-1.0;-1.3;0.0;1015.2;221.0;7.6;15.1;1025.8;7.6;0.8
773;2022-01-12;0.0;-4.5;-8.0;-0.5;1024.1;754.8;4.3;11.7;1034.9;4.5;0.7
774;2022-01-13;0.0;-5.1;-11.3;0.6;1026.9;886.1;2.4;5.9;1037.8;2.3;0.4
775;2022-01-14;0.0;2.1;-4.3;8.5;1016.6;751.9;3.3;11.2;1027.1;3.2;1.2
776;2022-01-15;0.0;1.0;-2.1;7.4;1017.3;741.7;1.6;4.8;1027.8;1.7;0.8
777;2022-01-16;0.0;-4.4;-7.5;0.5;1016.3;382.5;1.3;3.8;1027.1;1.3;0.2
778;2022-01-17;0.0;1.5;-4.8;5.6;1011.9;196.7;5.7;21.7;1022.4;5.5;0.9
779;2022-01-18;0.0;1.1;-0.9;6.4;1021.6;797.6;5.0;11.7;1032.1;4.9;1.2
780;2022-01-19;0.0;-1.3;-6.0;4.4;1020.6;828.7;2.4;6.3;1031.2;2.3;0.6
781;2022-01-20;0.0;-0.2;-5.8;4.1;1009.6;251.7;3.2;14.2;1020.1;3.1;0.7
782;2022-01-21;0.0;-0.1;-1.5;3.2;1011.8;765.4;6.9;16.0;1022.3;6.8;1.2
783;2022-01-22;0.6;-0.7;-2.5;2.2;1011.8;549.3;4.0;12.1;1022.4;4.2;1.0
784;2022-01-23;0.0;-2.6;-6.9;2.5;1018.6;866.6;3.5;10.3;1029.3;3.4;1.0
785;2022-01-24;0.0;-4.1;-6.9;0.1;1025.2;882.7;3.4;9.2;1036.1;3.4;1.0
786;2022-01-25;0.0;-4.4;-11.4;0.4;1022.4;737.4;2.3;6.8;1033.1;2.4;0.7
787;2022-01-26;0.0;1.3;-0.9;3.9;1017.6;310.7;2.4;6.3;1028.2;2.3;0.8
788;2022-01-27;0.0;0.9;-3.6;5.8;1014.0;507.8;3.5;9.7;1024.5;3.4;0.8
789;2022-01-28;0.0;4.8;-1.2;8.5;1011.0;607.1;7.3;19.9;1021.3;7.1;1.8
790;2022-01-29;0.1;2.5;-0.5;6.3;1015.8;934.0;4.0;12.0;1026.3;4.0;1.5
791;2022-01-30;0.0;5.7;1.2;11.6;1005.3;748.6;8.1;27.7;1015.5;8.3;2.3
792;2022-01-31;0.0;2.7;0.4;6.6;1001.3;339.1;3.9;14.9;1011.6;4.0;1.5
793;2022-02-01;0.1;1.1;-1.0;5.2;1000.3;496.1;3.4;9.7;1010.6;3.3;0.9
794;2022-02-02;0.1;3.4;-3.9;8.8;998.8;517.6;5.6;14.9;1009.1;5.4;1.3
795;2022-02-03;0.0;2.7;0.1;6.9;1011.1;828.1;3.9;13.5;1021.6;3.9;1.6
796;2022-02-04;0.0;2.0;-2.6;8.0;1007.8;827.5;3.4;10.9;1018.2;3.4;1.1
797;2022-02-05;0.0;4.2;-1.8;10.5;1009.8;456.8;3.9;14.0;1020.1;4.0;1.7
798;2022-02-06;0.0;3.5;-4.0;11.6;1009.0;992.6;4.2;13.0;1019.4;4.2;1.8
799;2022-02-07;2.5;5.5;2.8;7.9;998.7;315.9;7.5;21.5;1008.9;7.3;1.7
800;2022-02-08;0.4;5.0;1.0;9.1;1014.6;1079.5;5.9;17.1;1024.9;6.0;2.0
801;2022-02-09;0.0;8.1;5.3;14.1;1017.5;1055.7;3.5;11.8;1027.8;3.6;1.9
802;2022-02-10;0.0;5.3;-2.1;14.8;1014.6;1106.0;2.2;6.5;1024.9;2.2;1.4
803;2022-02-11;0.0;6.8;-1.0;14.8;1013.1;882.0;4.3;15.5;1023.3;4.3;2.2
804;2022-02-12;0.0;4.4;-0.5;9.7;1022.7;1174.0;3.5;10.8;1033.2;3.7;2.0
805;2022-02-13;0.0;0.9;-5.0;6.0;1018.7;530.7;3.2;11.2;1029.3;3.0;1.2
806;2022-02-14;1.0;4.6;-2.3;12.0;1010.1;1011.4;4.1;11.9;1020.4;4.2;1.7
807;2022-02-15;0.1;8.6;3.6;16.2;1005.9;1120.2;4.4;9.5;1016.1;4.4;2.2
808;2022-02-16;0.0;7.2;5.0;12.8;1004.9;963.2;3.2;7.9;1015.1;3.0;1.5
809;2022-02-17;0.0;9.1;0.8;17.2;996.6;984.4;6.2;18.8;1006.7;6.3;2.7
810;2022-02-18;0.0;8.7;4.0;14.5;1004.6;730.3;5.3;14.0;1014.7;5.3;2.9
811;2022-02-19;0.0;7.7;2.0;11.8;1006.6;207.2;3.8;13.7;1016.8;4.1;2.5
812;2022-02-20;0.0;6.8;3.5;12.3;1009.2;1188.9;3.6;11.3;1019.4;3.6;1.8
813;2022-02-21;3.8;5.7;0.1;12.9;998.6;499.1;4.0;14.0;1008.7;4.0;1.2
814;2022-02-22;0.0;5.5;0.9;10.4;1003.4;1031.8;5.1;13.1;1013.6;5.2;1.7
815;2022-02-23;0.4;5.3;-0.3;12.2;1013.2;791.7;4.9;16.4;1023.5;5.0;2.0
816;2022-02-24;0.0;4.3;-3.5;11.9;1014.4;1433.6;2.9;10.5;1024.8;3.0;2.0
817;2022-02-25;0.0;5.3;-2.3;12.3;1009.2;1254.7;5.4;13.2;1019.5;5.3;2.2
818;2022-02-26;1.6;5.7;2.9;10.1;1015.4;1093.0;5.7;13.5;1025.8;5.7;2.0
819;2022-02-27;0.0;5.1;2.4;9.4;1017.2;1077.2;5.7;12.8;1027.6;5.6;1.7
820;2022-02-28;1.8;1.9;-0.2;7.4;1016.5;621.3;5.0;11.4;1027.0;5.0;1.0
821;2022-03-01;0.0;2.7;-2.1;8.4;1017.8;1492.1;4.8;10.9;1028.3;4.9;1.9
822;2022-03-02;0.0;2.2;-3.7;8.2;1011.9;1487.2;3.6;9.7;1022.3;3.7;1.8
823;2022-03-03;0.0;2.8;-3.9;8.7;1006.5;1340.0;1.5;5.2;1016.8;1.5;1.8
824;2022-03-04;0.0;3.3;-0.4;7.5;1006.5;916.4;3.5;9.4;1016.9;3.5;1.8
825;2022-03-05;0.0;1.9;-5.3;7.5;1009.3;1111.2;4.3;12.0;1019.7;4.2;1.7
826;2022-03-06;0.0;2.7;-3.0;8.5;1008.4;1033.4;4.0;8.5;1018.8;4.0;1.7
827;2022-03-07;0.0;1.4;-3.3;5.6;1008.9;979.8;3.9;9.4;1019.4;3.8;1.3
828;2022-03-08;0.0;1.7;-1.4;6.9;1010.6;1061.0;4.2;12.9;1021.1;4.2;1.6
829;2022-03-09;0.4;2.4;-4.4;7.7;1011.8;655.0;3.2;9.5;1022.2;3.2;1.6
830;2022-03-10;0.0;2.3;-0.2;6.7;1016.7;1738.5;7.3;15.9;1027.2;7.2;1.8
831;2022-03-11;0.0;-1.1;-5.8;4.8;1021.1;1803.7;5.2;12.1;1031.8;5.4;1.8
832;2022-03-12;0.0;-0.7;-8.3;7.4;1021.8;1802.7;2.3;7.6;1032.4;2.4;1.9
833;2022-03-13;0.0;1.4;-8.2;10.1;1018.7;1775.6;1.3;5.2;1029.3;1.3;2.2
834;2022-03-14;0.0;4.0;-7.6;13.3;1023.2;1848.4;3.4;10.5;1033.7;3.4;2.7
835;2022-03-15;0.1;7.1;-2.2;15.7;1021.7;1576.7;3.1;8.2;1032.1;3.0;3.3
836;2022-03-16;0.4;7.9;4.8;12.7;1012.6;389.7;5.1;15.9;1022.8;4.9;2.0
837;2022-03-17;0.0;5.1;-0.2;8.8;1020.7;863.1;2.4;6.5;1031.1;2.5;1.2
838;2022-03-18;0.0;3.8;-2.1;10.3;1029.1;1472.9;2.1;9.6;1039.6;2.0;1.8
839;2022-03-19;0.0;3.8;-5.7;11.8;1028.8;1675.1;2.4;8.1;1039.3;2.3;2.2
840;2022-03-20;0.0;2.7;-3.5;9.5;1031.3;1778.9;3.6;10.8;1042.0;3.6;2.3
841;2022-03-21;0.0;4.0;-6.7;13.0;1027.8;1939.4;2.5;10.8;1038.3;2.4;2.7
842;2022-03-22;0.0;8.5;-2.8;19.0;1024.1;1959.9;3.8;10.9;1034.5;3.7;3.8
843;2022-03-23;0.0;9.8;-1.6;19.4;1020.1;2007.1;1.9;6.1;1030.3;1.9;4.0
844;2022-03-24;0.0;12.3;0.5;22.4;1013.9;2017.8;3.6;14.1;1024.0;3.6;5.1
845;2022-03-25;0.0;10.1;0.6;18.4;1015.8;1996.2;2.8;10.0;1025.9;2.9;3.7
846;2022-03-26;0.0;11.0;-0.3;20.8;1016.3;1983.5;2.9;10.5;1026.4;2.8;4.2
847;2022-03-27;0.0;10.2;6.0;16.6;1018.4;1762.1;3.6;10.5;1028.6;3.6;3.7
848;2022-03-28;0.0;10.5;-0.5;19.7;1013.7;2102.2;2.0;6.9;1023.8;1.9;4.2
849;2022-03-29;0.0;12.6;3.2;21.6;1000.9;1898.8;3.6;12.1;1010.8;3.7;4.6
850;2022-03-30;0.0;12.6;4.4;17.5;995.3;1060.7;4.0;13.1;1005.1;4.1;3.8
851;2022-03-31;3.3;12.6;10.0;16.9;985.7;372.1;4.9;17.0;995.5;4.7;1.9
852;2022-04-01;0.6;11.8;8.3;17.4;983.8;1007.0;5.0;15.1;993.6;5.2;1.8
853;2022-04-02;2.5;3.9;2.2;8.3;992.0;749.1;3.9;10.1;1002.1;3.9;0.9
854;2022-04-03;1.8;2.9;0.7;5.1;1003.2;742.0;3.5;10.4;1013.5;3.6;1.0
855;2022-04-04;0.0;3.5;-2.2;9.3;1008.9;2111.6;3.4;9.0;1019.3;3.4;1.9
856;2022-04-05;0.0;8.3;-1.4;16.9;1000.9;2084.7;3.5;16.0;1011.0;3.6;2.7
857;2022-04-06;0.0;13.2;1.5;21.5;999.2;2257.7;3.4;10.8;1009.1;3.4;4.2
858;2022-04-07;0.0;11.5;10.4;15.0;990.1;712.9;5.1;16.0;999.9;5.3;2.5
859;2022-04-08;0.0;12.7;4.5;17.8;993.4;1399.6;4.0;10.3;1003.3;4.0;3.0
860;2022-04-09;1.4;10.8;8.0;17.6;994.0;772.5;5.3;18.9;1003.9;5.4;2.1
861;2022-04-10;0.0;8.1;3.6;13.4;1004.1;1748.8;5.1;12.3;1014.3;5.0;2.5
862;2022-04-11;0.0;6.4;1.2;12.4;1011.4;1900.5;3.9;12.6;1021.7;3.9;2.4
863;2022-04-12;0.0;8.9;-1.8;16.8;1011.2;2384.2;2.1;8.7;1021.4;2.1;3.3
864;2022-04-13;0.0;9.8;-0.9;18.1;1012.1;2448.8;2.5;8.8;1022.3;2.6;3.6
865;2022-04-14;0.0;11.6;0.2;21.3;1011.2;2520.1;2.0;9.5;1021.3;2.0;4.3
866;2022-04-15;0.0;13.3;1.1;23.9;1008.6;2166.0;2.7;13.7;1018.6;2.7;4.4
867;2022-04-16;0.0;10.7;8.4;15.0;1010.1;1476.2;6.5;17.0;1020.2;6.4;2.3
868;2022-04-17;0.0;8.2;4.0;13.3;1011.2;2386.7;8.7;18.3;1021.4;8.6;3.1
869;2022-04-18;0.1;5.6;-0.1;11.7;1005.9;1907.7;3.8;14.2;1016.2;4.0;2.3
870;2022-04-19;0.7;5.0;-0.7;11.9;1002.8;1350.9;2.9;12.8;1013.0;2.9;1.6
871;2022-04-20;0.0;7.1;-1.1;14.3;1004.1;1915.8;2.4;7.8;1014.3;2.3;2.1
872;2022-04-21;1.4;9.4;-0.6;17.0;1003.4;2275.3;2.7;7.9;1013.4;2.7;3.1
873;2022-04-22;6.9;13.0;9.7;20.7;995.5;986.7;4.1;15.1;1005.4;4.1;2.4
874;2022-04-23;0.0;11.5;8.1;15.3;998.0;1276.3;3.0;8.2;1007.9;3.1;1.4
875;2022-04-24;1.1;14.1;8.4;23.0;997.0;1626.9;3.5;18.8;1006.9;3.6;2.8
876;2022-04-25;0.7;13.8;9.4;19.5;999.0;1675.2;3.2;11.5;1008.9;3.0;2.8
877;2022-04-26;0.0;14.1;5.9;20.5;1004.5;2241.5;1.7;6.8;1014.4;1.6;3.2
878;2022-04-27;9.7;13.9;10.0;19.8;1007.4;1809.7;3.1;12.9;1017.3;3.2;2.2
879;2022-04-28;2.7;11.6;10.1;16.1;1011.7;789.9;3.3;8.4;1021.8;3.5;1.2
880;2022-04-29;0.0;13.3;6.4;19.7;1013.8;2455.9;3.8;12.8;1023.8;3.7;3.1
881;2022-04-30;0.0;14.7;7.5;20.8;1010.9;2097.1;2.4;9.9;1020.9;2.5;3.3
882;2022-05-01;0.0;15.7;7.7;22.2;1008.4;2314.3;2.3;9.5;1018.3;2.3;4.0
883;2022-05-02;0.2;16.3;11.4;21.6;1005.7;1951.2;2.5;15.0;1015.6;2.6;4.3
884;2022-05-03;0.0;15.8;10.5;21.6;1005.3;1880.9;1.9;11.7;1015.2;2.0;3.9
885;2022-05-04;0.0;15.5;6.7;23.6;1007.6;2311.0;2.1;12.9;1017.5;2.2;3.8
886;2022-05-05;0.0;17.4;7.5;25.0;1010.1;2294.6;2.3;7.2;1020.0;2.2;4.9
887;2022-05-06;0.0;17.5;12.1;23.4;1010.7;1734.1;3.5;9.6;1020.6;3.5;4.5
888;2022-05-07;0.0;17.2;11.4;22.2;1010.1;1419.0;2.9;9.6;1019.9;2.9;4.8
889;2022-05-08;0.0;17.1;8.8;24.4;1010.6;2577.2;1.7;7.8;1020.5;1.7;4.9
890;2022-05-09;0.0;18.0;9.2;26.0;1012.2;2345.5;3.1;13.5;1022.1;3.0;4.7
891;2022-05-10;0.0;17.4;11.3;24.5;1010.8;1996.4;2.4;7.4;1020.7;2.5;4.1
892;2022-05-11;0.0;19.3;9.6;27.0;1009.2;2786.7;1.9;9.5;1019.0;2.0;5.8
893;2022-05-12;0.0;22.2;11.7;30.7;1008.0;2791.9;3.0;10.5;1017.7;3.0;7.3
894;2022-05-13;0.0;22.4;12.6;30.8;1006.7;2583.8;3.4;11.2;1016.4;3.3;6.7
895;2022-05-14;0.0;20.4;14.6;27.0;1007.7;2676.7;3.8;11.1;1017.5;3.9;6.2
896;2022-05-15;0.0;19.2;8.4;27.4;1008.6;2860.8;3.0;11.5;1018.4;3.0;6.3
897;2022-05-16;0.0;21.1;9.6;28.8;1008.0;2289.4;1.5;7.0;1017.7;1.5;6.7
898;2022-05-17;4.9;20.2;13.4;27.9;1005.6;1805.0;3.5;12.8;1015.3;3.5;4.5
899;2022-05-18;0.0;15.9;13.9;20.6;1014.6;3016.1;5.8;16.0;1024.6;5.7;5.1
900;2022-05-19;0.0;16.1;3.3;25.3;1018.1;3071.5;1.6;5.7;1028.1;1.6;5.8
901;2022-05-20;0.0;19.8;5.4;30.1;1012.6;2781.1;2.9;11.1;1022.4;3.0;7.2
902;2022-05-21;0.0;21.8;13.1;28.8;1006.1;1929.5;3.8;12.9;1015.7;3.9;6.6
903;2022-05-22;0.0;18.9;11.4;25.3;1003.6;2805.5;4.3;15.5;1013.3;4.4;6.1
904;2022-05-23;4.6;18.0;8.6;24.2;1001.7;2579.3;2.8;10.2;1011.5;2.8;5.8
905;2022-05-24;7.6;18.3;12.6;23.9;1000.4;2185.5;3.9;11.6;1010.1;3.7;4.1
906;2022-05-25;9.7;21.9;15.5;29.5;1003.0;2734.4;3.5;17.2;1012.7;3.3;5.0
907;2022-05-26;0.0;19.5;13.8;25.4;1011.3;2875.9;3.0;9.2;1021.1;3.1;4.9
908;2022-05-27;6.1;21.3;11.6;28.3;1007.4;2819.2;2.0;8.7;1017.1;1.9;5.7
909;2022-05-28;0.7;14.6;13.3;25.2;1005.2;524.2;3.0;14.2;1015.1;3.2;2.0
910;2022-05-29;0.0;13.8;12.1;16.8;1001.7;1165.0;4.1;9.8;1011.6;4.1;2.6
911;2022-05-30;0.0;13.8;8.3;18.1;1003.4;1099.1;1.4;3.7;1013.4;1.3;2.5
912;2022-05-31;0.1;16.7;13.2;22.0;1007.1;1745.9;1.6;6.5;1017.0;1.6;2.6
913;2022-06-01;3.5;20.4;12.1;28.1;1005.8;2570.0;1.7;7.7;1015.5;1.7;4.5
914;2022-06-02;2.9;20.4;13.8;27.9;1007.6;2215.3;2.3;8.3;1017.3;2.2;4.1
915;2022-06-03;0.2;23.1;15.3;31.3;1009.7;2789.1;2.0;6.1;1019.4;2.1;6.8
916;2022-06-04;0.1;24.4;19.9;30.7;1006.6;2658.4;3.1;11.6;1016.3;3.2;5.8
917;2022-06-05;0.0;23.9;17.8;29.8;1006.7;2405.7;2.6;10.4;1016.3;2.7;6.2
918;2022-06-06;0.0;22.2;15.9;29.1;1005.3;2929.5;3.6;9.9;1015.0;3.5;6.7
919;2022-06-07;0.0;23.5;12.7;30.5;1002.2;2561.2;2.0;8.2;1011.8;2.1;7.3
920;2022-06-08;0.0;22.5;17.3;28.1;998.9;2659.9;3.9;11.9;1008.5;3.9;5.9
921;2022-06-09;3.1;21.9;17.9;29.1;997.0;1948.2;3.2;14.9;1006.6;3.1;4.8
922;2022-06-10;0.6;21.6;16.7;31.2;1002.1;2265.8;4.4;14.4;1011.8;4.4;4.8
923;2022-06-11;0.0;22.5;17.2;28.1;1006.1;2734.7;5.7;14.2;1015.7;5.7;5.5
924;2022-06-12;0.0;23.3;17.1;29.9;1006.9;3032.1;4.6;12.2;1016.6;4.7;7.1
925;2022-06-13;0.0;24.0;13.5;31.6;1005.0;2950.3;3.1;12.0;1014.6;2.9;8.0
926;2022-06-14;0.0;19.6;14.7;26.5;1009.9;2719.0;3.8;11.1;1019.7;3.8;5.8
927;2022-06-15;0.0;20.1;9.3;28.3;1010.2;3133.0;2.1;8.5;1020.0;2.1;6.8
928;2022-06-16;1.2;22.8;10.5;31.5;1008.0;3049.4;2.0;12.5;1017.6;1.9;8.3
929;2022-06-17;0.0;21.7;15.2;29.4;1009.0;2631.4;3.4;14.2;1018.7;3.5;6.0
930;2022-06-18;0.0;21.6;13.2;28.7;1011.2;3154.9;3.2;10.6;1021.0;3.1;7.1
931;2022-06-19;0.0;23.8;11.8;32.4;1007.7;3123.7;2.2;9.2;1017.4;2.1;8.9
932;2022-06-20;0.0;26.0;13.7;34.8;1001.0;3084.2;3.3;12.5;1010.5;3.3;10.1
933;2022-06-21;0.0;24.0;19.9;29.7;1001.6;2631.3;5.1;13.8;1011.2;5.0;8.2
934;2022-06-22;9.9;22.9;13.6;30.2;1002.9;2925.5;2.4;11.4;1012.5;2.4;8.2
935;2022-06-23;0.0;21.8;17.0;29.1;1003.9;2482.7;2.0;6.0;1013.5;2.0;5.5
936;2022-06-24;0.0;23.7;13.5;31.4;1003.7;3101.3;1.5;8.4;1013.3;1.7;8.3
937;2022-06-25;1.2;22.4;15.8;31.7;1002.6;2158.1;2.6;19.4;1012.3;2.6;5.7
938;2022-06-26;0.0;23.9;14.0;31.6;1005.6;3086.2;1.7;8.2;1015.2;1.8;7.0
939;2022-06-27;0.0;26.2;17.0;34.3;1007.1;3091.1;1.9;6.7;1016.6;2.0;8.5
940;2022-06-28;0.0;27.6;17.8;35.0;1006.8;2381.6;2.3;8.0;1016.3;2.3;9.8
941;2022-06-29;0.0;28.4;19.1;35.8;1003.6;2945.2;4.1;13.2;1013.1;4.2;11.0
942;2022-06-30;0.0;29.5;21.9;37.0;1001.8;2926.9;3.8;12.7;1011.2;3.9;12.0
943;2022-07-01;0.0;30.4;20.3;38.5;1003.1;2918.1;2.4;10.4;1012.4;2.5;12.8
944;2022-07-02;0.0;26.4;20.7;33.9;1008.1;2259.7;4.4;11.9;1017.7;4.3;8.1
945;2022-07-03;0.0;27.2;19.9;34.8;1007.4;2889.4;2.3;7.6;1016.9;2.3;9.2
946;2022-07-04;0.0;28.3;18.6;36.4;1005.3;3039.9;2.7;10.6;1014.7;2.7;11.5
947;2022-07-05;0.0;24.9;17.2;34.6;1004.1;2693.3;4.1;16.9;1013.6;4.3;7.5
948;2022-07-06;0.0;21.8;18.4;29.0;1006.6;2255.1;3.5;12.2;1016.3;3.5;5.0
949;2022-07-07;0.0;22.0;13.1;28.7;1007.6;2691.1;3.6;12.5;1017.2;3.5;7.1
950;2022-07-08;0.2;22.5;17.2;27.9;1007.9;2274.0;4.5;10.6;1017.6;4.5;6.8
951;2022-07-09;0.0;21.7;15.7;27.1;1008.5;2326.4;4.7;12.9;1018.2;4.7;6.7
952;2022-07-10;0.0;20.8;15.7;27.1;1005.1;2351.3;4.3;17.3;1014.9;4.5;6.5
953;2022-07-11;0.0;18.7;12.1;24.9;1008.9;2365.7;3.6;13.9;1018.7;3.7;5.9
954;2022-07-12;0.0;19.2;9.0;26.7;1010.5;2292.1;3.8;14.0;1020.3;3.8;6.3
955;2022-07-13;0.0;22.8;12.1;31.0;1009.5;2926.7;4.5;18.2;1019.1;4.3;8.5
956;2022-07-14;0.0;27.1;15.9;35.2;1007.0;2882.5;2.9;9.9;1016.6;2.8;11.1
957;2022-07-15;0.4;24.4;15.9;31.2;1005.6;2629.6;4.5;12.2;1015.2;4.4;8.6
958;2022-07-16;0.0;23.8;16.4;30.4;1008.9;2530.4;2.8;11.2;1018.5;2.7;8.2
959;2022-07-17;0.0;22.3;17.8;28.3;1013.8;3062.2;3.0;9.2;1023.5;2.9;8.1
960;2022-07-18;0.0;22.3;10.3;30.6;1013.9;2940.7;1.5;7.0;1023.7;1.6;8.8
961;2022-07-19;0.0;24.6;12.5;32.2;1011.6;2679.9;1.7;7.6;1021.3;1.6;9.9
962;2022-07-20;0.0;26.8;15.0;35.9;1009.7;2846.0;1.2;10.1;1019.2;1.4;11.4
963;2022-07-21;0.0;28.2;17.3;36.7;1006.8;2827.0;2.4;10.1;1016.3;2.5;11.9
964;2022-07-22;0.0;28.2;16.7;38.0;1006.2;2874.0;1.9;9.8;1015.7;1.8;12.6
965;2022-07-23;2.1;30.3;17.3;40.1;1004.3;2811.7;2.2;12.1;1013.6;2.2;14.4
966;2022-07-24;0.0;26.6;21.3;33.7;1006.3;1958.8;3.8;13.9;1015.8;3.8;8.8
967;2022-07-25;0.0;26.2;17.3;33.8;1004.6;2840.7;2.6;10.5;1014.2;2.6;9.9
968;2022-07-26;0.0;25.9;16.0;36.2;1000.9;2411.9;3.2;15.3;1010.4;3.2;8.9
969;2022-07-27;0.0;24.9;17.7;31.8;1003.5;2818.9;3.2;11.7;1013.1;3.2;8.6
970;2022-07-28;0.0;24.8;18.7;30.9;1005.0;1432.4;2.9;8.8;1014.6;3.0;8.5
971;2022-07-29;0.0;27.3;21.8;34.8;1004.5;2354.1;3.2;10.6;1014.0;3.0;9.0
972;2022-07-30;0.0;24.8;19.2;33.0;1002.3;1756.9;3.4;18.8;1011.9;3.4;6.5
973;2022-07-31;0.0;21.9;17.5;26.2;1003.9;1944.5;5.7;17.5;1013.5;5.8;6.1
974;2022-08-01;0.0;23.3;13.3;31.6;1004.1;2480.1;2.6;10.3;1013.7;2.5;8.3
975;2022-08-02;0.0;24.7;13.9;32.2;1006.1;2707.2;2.0;8.2;1015.7;1.9;8.8
976;2022-08-03;0.0;26.5;16.4;33.9;1006.6;2560.1;2.3;10.9;1016.1;2.2;9.8
977;2022-08-04;0.0;27.2;17.8;34.6;1006.5;2538.4;2.2;8.9;1016.0;2.3;10.8
978;2022-08-05;0.0;27.5;16.6;35.7;1004.4;2700.8;1.7;8.8;1013.9;1.8;11.4
979;2022-08-06;0.0;29.1;17.6;37.6;1003.4;2546.4;3.3;13.0;1012.8;3.2;12.2
980;2022-08-07;0.0;25.7;21.2;31.9;1006.6;2176.6;6.0;12.0;1016.2;6.0;8.3
981;2022-08-08;22.7;26.0;19.5;33.3;1008.1;2391.0;4.4;10.7;1017.7;4.4;9.4
982;2022-08-09;0.4;23.1;17.7;28.2;1010.2;1742.9;3.9;10.1;1019.9;3.8;5.4
983;2022-08-10;0.0;23.6;17.2;29.7;1010.2;2692.9;5.1;12.6;1019.9;5.1;7.9
984;2022-08-11;0.0;22.9;16.6;28.9;1008.4;2632.3;4.3;14.9;1018.0;4.4;7.6
985;2022-08-12;0.0;23.4;16.8;30.7;1005.5;2385.0;2.4;7.2;1015.2;2.5;7.9
986;2022-08-13;0.1;23.2;18.7;29.2;1001.9;1613.2;3.2;9.1;1011.5;3.1;6.4
987;2022-08-14;0.2;24.0;19.5;31.7;998.7;1941.6;2.2;9.4;1008.3;2.2;6.6
988;2022-08-15;0.0;25.0;17.6;32.8;997.3;1847.6;1.7;11.5;1006.8;1.9;7.9
989;2022-08-16;0.0;25.8;17.4;34.0;998.6;2234.0;2.6;11.5;1008.1;2.6;8.5
990;2022-08-17;0.0;27.1;18.4;35.4;1000.9;2452.5;2.2;11.4;1010.3;2.2;9.8
991;2022-08-18;0.0;29.1;18.2;37.1;1001.2;2420.7;1.8;8.3;1010.6;1.8;11.8
992;2022-08-19;0.0;29.8;20.8;38.9;1000.3;2196.5;3.5;16.4;1009.6;3.3;12.3
993;2022-08-20;14.1;22.6;20.0;31.0;1000.7;692.5;2.9;12.3;1010.3;3.0;3.6
994;2022-08-21;9.8;20.0;19.3;22.5;999.6;573.3;2.5;6.2;1009.2;2.4;1.4
995;2022-08-22;0.2;19.6;17.4;22.5;999.6;837.1;2.1;5.6;1009.3;2.1;1.9
996;2022-08-23;2.2;20.7;15.2;24.8;1003.6;1316.5;2.2;6.1;1013.3;2.2;3.2
997;2022-08-24;0.0;21.6;18.8;26.7;1006.0;1272.2;1.6;5.8;1015.7;1.6;3.0
998;2022-08-25;0.0;25.0;17.0;32.6;1004.2;2150.8;2.0;8.3;1013.8;2.1;6.3
999;2022-08-26;0.0;26.6;18.7;34.1;1000.7;2188.0;2.1;6.3;1010.2;2.0;8.9
1000;2022-08-27;0.0;26.2;18.3;34.5;1000.4;2279.2;1.9;8.7;1009.8;1.8;9.4
1001;2022-08-28;0.0;25.6;17.8;34.1;1002.5;2110.5;2.0;8.6;1012.0;2.0;7.8
1002;2022-08-29;4.6;23.5;19.4;29.0;1006.3;1470.4;2.4;12.8;1015.9;2.3;4.8
1003;2022-08-30;0.0;23.0;18.9;28.9;1007.1;1760.5;2.1;9.6;1016.8;2.1;4.3
1004;2022-08-31;20.0;23.9;16.9;30.5;1005.0;2035.9;3.3;10.2;1014.6;3.2;7.5
1005;2022-09-01;14.1;17.7;13.6;26.1;1005.1;522.8;4.4;12.2;1014.9;4.3;3.3
1006;2022-09-02;6.3;15.4;13.3;18.3;1006.3;548.0;3.7;9.1;1016.2;3.8;2.0
1007;2022-09-03;0.0;17.9;14.1;23.6;1008.3;2074.7;1.6;5.4;1018.1;1.7;3.2
1008;2022-09-04;0.0;19.4;12.5;25.6;1011.0;1763.6;2.0;8.8;1020.8;1.8;3.9
1009;2022-09-05;0.0;20.9;15.7;26.8;1013.3;1970.6;1.2;4.9;1023.1;1.3;4.6
1010;2022-09-06;0.0;21.5;13.5;28.5;1010.2;2028.1;1.7;6.6;1019.9;1.7;5.4
